Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country
New,1139,Critical,Portal,Hardware Failure,IT Support,Abdullah Al-Rashid,21-07-2024 9.21,21-07-2024 10.21,21-07-2024 9.31,21-07-2024 9.22,Met,21-07-2024 10.17,Met,21-07-2024 10.20,4,Satisfied,Hardware,L3,Kuwait
Closed,1140,Critical,Chat,General Inquiry,Customer Service,Mohammed Al-Hamdan,17-04-2024 6.55,17-04-2024 7.55,17-04-2024 7.05,17-04-2024 7.04,Met,17-04-2024 7.55,Met,17-04-2024 7.55,4,Dissatisfied,Network,L2,UAE
Open,1141,High,Portal,Software Bug,Development,Mohammed Al-Rashid,04-06-2024 14.58,04-06-2024 16.58,04-06-2024 15.28,04-06-2024 15.26,Met,04-06-2024 16.55,Met,04-06-2024 16.57,2,Satisfied,Software,L2,Qatar
Closed,1142,Medium,Phone,Network Issue,Network Ops,Fahad Al-Farsi,08-08-2024 16.26,08-08-2024 19.26,08-08-2024 17.11,08-08-2024 17.11,Met,08-08-2024 19.17,Met,08-08-2024 19.22,5,Satisfied,Network,L1,Kuwait
Closed,1143,Medium,Email,Network Issue,Security,Saif Al-Rashid,26-07-2024 0.23,26-07-2024 3.23,26-07-2024 1.08,26-07-2024 1.08,Met,26-07-2024 3.23,Met,26-07-2024 3.27,1,Satisfied,Hardware,L2,Kuwait
New,1144,High,Portal,General Inquiry,Development,Ahmed Al-Salem,08-05-2024 15.38,08-05-2024 17.38,08-05-2024 16.08,08-05-2024 15.59,Met,08-05-2024 17.18,Met,08-05-2024 17.19,4,Dissatisfied,Cloud,L1,Oman
Open,1145,Low,Chat,General Inquiry,Customer Service,Yousef Al-Khalifa,04-06-2024 1.01,04-06-2024 5.01,04-06-2024 2.01,04-06-2024 1.57,Met,04-06-2024 5.01,Met,04-06-2024 5.05,4,Satisfied,Network,L1,UAE
In Progress,1146,Medium,Chat,Software Bug,Development,Fahad Al-Farsi,08-06-2024 5.02,08-06-2024 8.02,08-06-2024 5.47,08-06-2024 5.38,Met,08-06-2024 7.47,Met,08-06-2024 7.48,3,Neutral,Cloud,L3,Qatar
In Progress,1147,High,Portal,Hardware Failure,Network Ops,Khalid Al-Rashid,25-05-2024 1.38,25-05-2024 3.38,25-05-2024 2.08,25-05-2024 2.05,Met,25-05-2024 3.26,Met,25-05-2024 3.31,1,Dissatisfied,Network,L3,UAE
New,1148,Critical,Email,Network Issue,Network Ops,Hassan Al-Hamdan,23-07-2024 6.20,23-07-2024 7.20,23-07-2024 6.30,23-07-2024 6.30,Met,23-07-2024 7.20,Met,23-07-2024 7.22,3,Neutral,Cloud,L2,Oman
In Progress,1149,Medium,Phone,General Inquiry,Network Ops,Abdullah Al-Farsi,08-07-2024 9.56,08-07-2024 12.56,08-07-2024 10.41,08-07-2024 10.32,Met,08-07-2024 12.41,Met,08-07-2024 12.41,1,Satisfied,Cloud,L1,UAE
New,1150,Low,Portal,Network Issue,IT Support,Khalid Al-Rashid,09-05-2024 19.42,09-05-2024 23.42,09-05-2024 20.42,09-05-2024 20.36,Met,09-05-2024 23.29,Met,09-05-2024 23.33,4,Dissatisfied,Software,L1,UAE
Resolved,1151,Medium,Phone,General Inquiry,Network Ops,Hassan Al-Hamdan,14-06-2024 18.43,14-06-2024 21.43,14-06-2024 19.28,14-06-2024 19.26,Met,14-06-2024 21.25,Met,14-06-2024 21.25,1,Satisfied,Software,L1,Saudi Arabia
Closed,1152,Medium,Portal,General Inquiry,Network Ops,Khalid Al-Rashid,17-07-2024 4.19,17-07-2024 7.19,17-07-2024 5.04,17-07-2024 5.02,Met,17-07-2024 7.07,Met,17-07-2024 7.11,2,Satisfied,Software,L1,Bahrain
Resolved,1153,Low,Phone,Hardware Failure,Development,Mohammed Al-Hamdan,13-07-2024 1.16,13-07-2024 5.16,13-07-2024 2.16,13-07-2024 2.10,Met,13-07-2024 5.00,Met,13-07-2024 5.04,3,Neutral,Cloud,L3,Bahrain
In Progress,1154,High,Phone,Software Bug,Customer Service,Saif Al-Rashid,14-06-2024 1.28,14-06-2024 3.28,14-06-2024 1.58,14-06-2024 1.48,Met,14-06-2024 3.11,Met,14-06-2024 3.13,4,Dissatisfied,Software,L2,Bahrain
Open,1155,Medium,Email,Network Issue,Customer Service,Mohammed Al-Rashid,11-06-2024 7.33,11-06-2024 10.33,11-06-2024 8.18,11-06-2024 8.12,Met,11-06-2024 10.13,Met,11-06-2024 10.17,3,Satisfied,Network,L2,UAE
New,1156,Low,Chat,Network Issue,Security,Khalid Al-Farsi,07-07-2024 1.00,07-07-2024 5.00,07-07-2024 2.00,07-07-2024 1.54,Met,07-07-2024 4.57,Met,07-07-2024 4.58,2,Dissatisfied,Cloud,L2,Bahrain
Closed,1157,High,Chat,Network Issue,Customer Service,Abdullah Al-Farsi,25-06-2024 11.20,25-06-2024 13.20,25-06-2024 11.50,25-06-2024 11.42,Met,25-06-2024 13.13,Met,25-06-2024 13.13,3,Neutral,Software,L2,Kuwait
Resolved,1158,Low,Phone,Network Issue,Customer Service,Fahad Al-Rashid,25-07-2024 0.29,25-07-2024 4.29,25-07-2024 1.29,25-07-2024 1.29,Met,25-07-2024 4.11,Met,25-07-2024 4.15,4,Dissatisfied,Cloud,L1,UAE
New,1159,High,Phone,Network Issue,Customer Service,Ahmed Al-Nasser,02-05-2024 12.40,02-05-2024 14.40,02-05-2024 13.10,02-05-2024 13.04,Met,02-05-2024 14.35,Met,02-05-2024 14.37,4,Dissatisfied,Hardware,L1,Kuwait
Closed,1160,Critical,Phone,General Inquiry,IT Support,Fahad Al-Farsi,21-05-2024 11.17,21-05-2024 12.17,21-05-2024 11.27,21-05-2024 11.18,Met,21-05-2024 12.58,Not Met,21-05-2024 12.10,1,Dissatisfied,Hardware,L1,Qatar
New,1161,High,Phone,General Inquiry,Security,Saif Al-Khalifa,03-07-2024 11.20,03-07-2024 13.20,03-07-2024 11.50,03-07-2024 11.42,Met,03-07-2024 13.11,Met,03-07-2024 13.11,2,Neutral,Cloud,L1,UAE
Closed,1162,High,Phone,Access Request,IT Support,Khalid Al-Rashid,27-07-2024 15.56,27-07-2024 17.56,27-07-2024 16.26,27-07-2024 16.19,Met,27-07-2024 17.37,Met,27-07-2024 17.38,5,Neutral,Software,L2,UAE
In Progress,1163,Medium,Chat,General Inquiry,IT Support,Saif Al-Rashid,23-04-2024 12.35,23-04-2024 15.35,23-04-2024 13.20,23-04-2024 13.24,Not Met,23-04-2024 15.30,Met,23-04-2024 15.34,3,Satisfied,Hardware,L2,Saudi Arabia
In Progress,1164,Low,Chat,Network Issue,Security,Mohammed Al-Rashid,15-05-2024 17.58,15-05-2024 21.58,15-05-2024 18.58,15-05-2024 18.49,Met,15-05-2024 21.45,Met,15-05-2024 21.46,1,Neutral,Software,L3,Oman
New,1165,Low,Email,Software Bug,IT Support,Khalid Al-Farsi,13-05-2024 15.33,13-05-2024 19.33,13-05-2024 16.33,13-05-2024 16.29,Met,13-05-2024 19.22,Met,13-05-2024 19.27,5,Satisfied,Software,L1,Saudi Arabia
Open,1166,Low,Phone,General Inquiry,Customer Service,Ahmed Al-Nasser,02-06-2024 5.44,02-06-2024 9.44,02-06-2024 6.44,02-06-2024 6.37,Met,02-06-2024 9.24,Met,02-06-2024 9.27,2,Neutral,Cloud,L2,UAE
Open,1167,Medium,Chat,Network Issue,Network Ops,Ahmed Al-Nasser,06-06-2024 4.51,06-06-2024 7.51,06-06-2024 5.36,06-06-2024 5.34,Met,06-06-2024 7.32,Met,06-06-2024 7.36,2,Satisfied,Network,L1,Bahrain
Open,1168,Low,Email,Network Issue,Security,Ahmed Al-Nasser,26-05-2024 17.21,26-05-2024 21.21,26-05-2024 18.21,26-05-2024 18.19,Met,26-05-2024 21.01,Met,26-05-2024 21.06,4,Satisfied,Network,L2,Bahrain
In Progress,1169,Medium,Portal,General Inquiry,Customer Service,Mohammed Al-Rashid,10-06-2024 5.32,10-06-2024 8.32,10-06-2024 6.17,10-06-2024 6.12,Met,10-06-2024 8.19,Met,10-06-2024 8.20,1,Dissatisfied,Software,L3,Qatar
Closed,1170,Critical,Email,Hardware Failure,Network Ops,Hassan Al-Hamdan,15-06-2024 13.40,15-06-2024 14.40,15-06-2024 13.50,15-06-2024 13.44,Met,15-06-2024 14.27,Met,15-06-2024 14.27,5,Satisfied,Hardware,L1,Qatar
Open,1171,Critical,Email,Software Bug,Customer Service,Fahad Al-Farsi,28-05-2024 8.18,28-05-2024 9.18,28-05-2024 8.28,28-05-2024 8.24,Met,28-05-2024 9.14,Met,28-05-2024 9.14,1,Neutral,Network,L1,Saudi Arabia
New,1172,Low,Phone,Network Issue,Network Ops,Mohammed Al-Rashid,06-06-2024 1.22,06-06-2024 5.22,06-06-2024 2.22,06-06-2024 2.20,Met,06-06-2024 5.04,Met,06-06-2024 5.05,3,Neutral,Software,L2,Bahrain
In Progress,1173,Medium,Email,Hardware Failure,IT Support,Ali Al-Khalifa,14-04-2024 19.32,14-04-2024 22.32,14-04-2024 20.17,14-04-2024 20.16,Met,14-04-2024 22.24,Met,14-04-2024 22.29,5,Dissatisfied,Software,L3,Qatar
Open,1174,High,Email,General Inquiry,IT Support,Ali Al-Khalifa,08-04-2024 23.10,09-04-2024 1.10,08-04-2024 23.40,08-04-2024 23.37,Met,09-04-2024 0.55,Met,09-04-2024 1.00,1,Neutral,Network,L2,UAE
Resolved,1175,High,Phone,Hardware Failure,Network Ops,Mohammed Al-Hamdan,11-08-2024 7.06,11-08-2024 9.06,11-08-2024 7.36,11-08-2024 7.31,Met,11-08-2024 9.00,Met,11-08-2024 9.00,4,Neutral,Cloud,L3,Saudi Arabia
Resolved,1176,High,Phone,Hardware Failure,Network Ops,Ahmed Al-Nasser,08-07-2024 22.01,09-07-2024 0.01,08-07-2024 22.31,08-07-2024 22.30,Met,08-07-2024 23.44,Met,08-07-2024 23.48,5,Satisfied,Cloud,L1,Bahrain
Resolved,1177,Low,Portal,General Inquiry,Customer Service,Abdullah Al-Rashid,04-08-2024 8.19,04-08-2024 12.19,04-08-2024 9.19,04-08-2024 9.13,Met,04-08-2024 12.03,Met,04-08-2024 12.07,1,Dissatisfied,Cloud,L2,Qatar
Closed,1178,Medium,Phone,Hardware Failure,IT Support,Fahad Al-Rashid,07-04-2024 0.37,07-04-2024 3.37,07-04-2024 1.22,07-04-2024 1.13,Met,07-04-2024 3.25,Met,07-04-2024 3.25,1,Neutral,Hardware,L3,UAE
In Progress,1179,Medium,Portal,Hardware Failure,Customer Service,Ahmed Al-Nasser,10-05-2024 21.12,11-05-2024 0.12,10-05-2024 21.57,10-05-2024 21.47,Met,11-05-2024 0.05,Met,11-05-2024 0.07,2,Satisfied,Cloud,L3,Oman
New,1180,Low,Portal,General Inquiry,Network Ops,Abdullah Al-Farsi,06-04-2024 13.32,06-04-2024 17.32,06-04-2024 14.32,06-04-2024 14.27,Met,06-04-2024 17.25,Met,06-04-2024 17.30,4,Satisfied,Hardware,L1,Bahrain
Closed,1181,High,Chat,Access Request,IT Support,Abdullah Al-Mansoori,11-08-2024 17.01,11-08-2024 19.01,11-08-2024 17.31,11-08-2024 17.30,Met,11-08-2024 19.00,Met,11-08-2024 19.00,4,Satisfied,Software,L3,Saudi Arabia
Open,1182,Medium,Phone,Network Issue,Network Ops,Ali Al-Khalifa,12-04-2024 5.33,12-04-2024 8.33,12-04-2024 6.18,12-04-2024 6.09,Met,12-04-2024 8.27,Met,12-04-2024 8.30,3,Satisfied,Hardware,L2,Saudi Arabia
Closed,1183,High,Portal,Software Bug,IT Support,Fahad Al-Rashid,08-05-2024 12.47,08-05-2024 14.47,08-05-2024 13.17,08-05-2024 13.12,Met,08-05-2024 14.35,Met,08-05-2024 14.36,5,Neutral,Hardware,L1,Saudi Arabia
In Progress,1184,Medium,Chat,Hardware Failure,Security,Abdullah Al-Mansoori,04-07-2024 2.42,04-07-2024 5.42,04-07-2024 3.27,04-07-2024 3.19,Met,04-07-2024 5.30,Met,04-07-2024 5.33,2,Satisfied,Software,L2,Kuwait
Open,1185,Critical,Phone,Access Request,Security,Fahad Al-Rashid,04-08-2024 20.10,04-08-2024 21.10,04-08-2024 20.20,04-08-2024 20.16,Met,04-08-2024 21.07,Met,04-08-2024 21.07,5,Satisfied,Cloud,L2,Qatar
Resolved,1186,Medium,Phone,Hardware Failure,Customer Service,Abdullah Al-Farsi,02-07-2024 5.59,02-07-2024 8.59,02-07-2024 6.44,02-07-2024 6.38,Met,02-07-2024 8.48,Met,02-07-2024 8.49,5,Neutral,Hardware,L2,Saudi Arabia
In Progress,1187,Critical,Phone,Network Issue,Development,Fahad Al-Rashid,12-04-2024 12.28,12-04-2024 13.28,12-04-2024 12.38,12-04-2024 12.30,Met,12-04-2024 13.25,Met,12-04-2024 13.26,3,Neutral,Network,L1,Kuwait
In Progress,1188,Low,Chat,General Inquiry,Network Ops,Saif Al-Rashid,10-06-2024 20.10,11-06-2024 0.10,10-06-2024 21.10,10-06-2024 21.06,Met,10-06-2024 23.50,Met,10-06-2024 23.55,4,Satisfied,Software,L3,UAE
Open,1189,High,Portal,Hardware Failure,Network Ops,Hassan Al-Rashid,11-05-2024 9.27,11-05-2024 11.27,11-05-2024 9.57,11-05-2024 9.48,Met,11-05-2024 11.12,Met,11-05-2024 11.12,2,Neutral,Cloud,L2,Qatar
Resolved,1190,Critical,Chat,General Inquiry,Customer Service,Ahmed Al-Nasser,08-07-2024 18.17,08-07-2024 19.17,08-07-2024 18.27,08-07-2024 18.24,Met,08-07-2024 19.14,Met,08-07-2024 19.19,4,Satisfied,Software,L1,UAE
In Progress,1191,Critical,Chat,Software Bug,Development,Fahad Al-Farsi,08-04-2024 23.50,09-04-2024 0.50,09-04-2024 0.00,08-04-2024 23.59,Met,09-04-2024 1.35,Not Met,09-04-2024 0.38,3,Dissatisfied,Hardware,L2,Qatar
Closed,1192,High,Email,Access Request,IT Support,Abdullah Al-Farsi,26-07-2024 11.53,26-07-2024 13.53,26-07-2024 12.23,26-07-2024 12.14,Met,26-07-2024 13.41,Met,26-07-2024 13.42,4,Neutral,Software,L1,Qatar
Closed,1193,Critical,Email,Access Request,Security,Saif Al-Rashid,11-08-2024 14.11,11-08-2024 15.11,11-08-2024 14.21,11-08-2024 14.17,Met,11-08-2024 15.08,Met,11-08-2024 15.12,2,Dissatisfied,Cloud,L2,UAE
Closed,1194,Low,Email,General Inquiry,Customer Service,Ahmed Al-Salem,14-07-2024 13.11,14-07-2024 17.11,14-07-2024 14.11,14-07-2024 14.10,Met,14-07-2024 17.05,Met,14-07-2024 17.09,1,Dissatisfied,Cloud,L2,Saudi Arabia
New,1195,Critical,Phone,Software Bug,Development,Abdullah Al-Rashid,08-05-2024 1.40,08-05-2024 2.40,08-05-2024 1.50,08-05-2024 1.45,Met,08-05-2024 2.40,Met,08-05-2024 2.41,3,Neutral,Hardware,L1,Oman
In Progress,1196,Critical,Portal,Access Request,Security,Abdullah Al-Mansoori,27-04-2024 11.46,27-04-2024 12.46,27-04-2024 11.56,27-04-2024 11.56,Met,27-04-2024 12.34,Met,27-04-2024 12.35,1,Neutral,Cloud,L2,Oman
New,1197,Medium,Portal,Software Bug,Development,Mohammed Al-Rashid,06-04-2024 11.26,06-04-2024 14.26,06-04-2024 12.11,06-04-2024 12.01,Met,06-04-2024 14.10,Met,06-04-2024 14.13,4,Neutral,Network,L3,Qatar
In Progress,1198,High,Email,General Inquiry,IT Support,Fahad Al-Farsi,10-04-2024 16.16,10-04-2024 18.16,10-04-2024 16.46,10-04-2024 16.43,Met,10-04-2024 18.16,Met,10-04-2024 18.19,1,Satisfied,Network,L2,UAE
Open,1199,Low,Portal,Software Bug,Customer Service,Khalid Al-Rashid,14-04-2024 22.25,15-04-2024 2.25,14-04-2024 23.25,14-04-2024 23.22,Met,15-04-2024 2.21,Met,15-04-2024 2.21,1,Neutral,Cloud,L3,Kuwait
In Progress,1200,Low,Phone,Hardware Failure,Customer Service,Abdullah Al-Mansoori,02-06-2024 9.39,02-06-2024 13.39,02-06-2024 10.39,02-06-2024 10.48,Not Met,02-06-2024 13.28,Met,02-06-2024 13.31,5,Satisfied,Network,L2,Qatar
Resolved,1201,High,Portal,General Inquiry,Development,Fahad Al-Farsi,16-06-2024 17.52,16-06-2024 19.52,16-06-2024 18.22,16-06-2024 18.16,Met,16-06-2024 19.50,Met,16-06-2024 19.54,3,Neutral,Hardware,L3,Oman
Closed,1202,Medium,Portal,Hardware Failure,Network Ops,Khalid Al-Farsi,05-08-2024 12.05,05-08-2024 15.05,05-08-2024 12.50,05-08-2024 12.46,Met,05-08-2024 15.02,Met,05-08-2024 15.04,2,Dissatisfied,Cloud,L3,Bahrain
Open,1203,Critical,Chat,General Inquiry,Security,Abdullah Al-Rashid,23-07-2024 18.49,23-07-2024 19.49,23-07-2024 18.59,23-07-2024 18.56,Met,23-07-2024 19.37,Met,23-07-2024 19.39,3,Satisfied,Network,L2,Qatar
New,1204,Critical,Portal,Software Bug,Development,Mohammed Al-Rashid,16-04-2024 0.17,16-04-2024 1.17,16-04-2024 0.27,16-04-2024 0.17,Met,16-04-2024 0.57,Met,16-04-2024 0.58,4,Dissatisfied,Network,L2,Saudi Arabia
Open,1205,Critical,Phone,Hardware Failure,Security,Omar Al-Mansoori,18-07-2024 17.02,18-07-2024 18.02,18-07-2024 17.12,18-07-2024 17.09,Met,18-07-2024 18.01,Met,18-07-2024 18.06,5,Dissatisfied,Hardware,L2,Kuwait
Open,1206,Low,Phone,Network Issue,Network Ops,Abdullah Al-Rashid,26-04-2024 21.35,27-04-2024 1.35,26-04-2024 22.35,26-04-2024 22.28,Met,27-04-2024 1.30,Met,27-04-2024 1.32,1,Dissatisfied,Cloud,L2,UAE
New,1207,Medium,Chat,General Inquiry,Network Ops,Abdullah Al-Mansoori,19-04-2024 18.38,19-04-2024 21.38,19-04-2024 19.23,19-04-2024 19.16,Met,19-04-2024 21.20,Met,19-04-2024 21.24,2,Dissatisfied,Cloud,L2,Kuwait
Closed,1208,Low,Portal,General Inquiry,Security,Abdullah Al-Rashid,15-04-2024 17.08,15-04-2024 21.08,15-04-2024 18.08,15-04-2024 18.08,Met,15-04-2024 20.59,Met,15-04-2024 20.59,3,Satisfied,Network,L2,UAE
In Progress,1209,Medium,Email,Access Request,Customer Service,Mohammed Al-Rashid,07-08-2024 6.59,07-08-2024 9.59,07-08-2024 7.44,07-08-2024 7.34,Met,07-08-2024 9.54,Met,07-08-2024 9.57,3,Neutral,Network,L2,UAE
Resolved,1210,Low,Phone,Hardware Failure,Network Ops,Abdullah Al-Rashid,03-08-2024 21.28,04-08-2024 1.28,03-08-2024 22.28,03-08-2024 22.22,Met,04-08-2024 1.10,Met,04-08-2024 1.15,2,Satisfied,Hardware,L2,Bahrain
Resolved,1211,High,Email,General Inquiry,Customer Service,Saif Al-Rashid,17-04-2024 8.41,17-04-2024 10.41,17-04-2024 9.11,17-04-2024 9.09,Met,17-04-2024 10.33,Met,17-04-2024 10.36,5,Dissatisfied,Software,L3,Oman
Closed,1212,Critical,Chat,Network Issue,Network Ops,Saif Al-Rashid,23-04-2024 10.32,23-04-2024 11.32,23-04-2024 10.42,23-04-2024 10.33,Met,23-04-2024 11.30,Met,23-04-2024 11.30,3,Neutral,Hardware,L2,Bahrain
Open,1213,Critical,Email,Hardware Failure,IT Support,Mohammed Al-Hamdan,01-08-2024 17.31,01-08-2024 18.31,01-08-2024 17.41,01-08-2024 17.32,Met,01-08-2024 18.18,Met,01-08-2024 18.19,1,Satisfied,Network,L2,Kuwait
New,1214,Medium,Chat,Hardware Failure,IT Support,Abdullah Al-Farsi,16-06-2024 23.23,17-06-2024 2.23,17-06-2024 0.08,17-06-2024 0.03,Met,17-06-2024 2.09,Met,17-06-2024 2.11,3,Satisfied,Software,L1,Qatar
Open,1215,Low,Portal,Software Bug,Network Ops,Fahad Al-Farsi,01-06-2024 18.04,01-06-2024 22.04,01-06-2024 19.04,01-06-2024 19.01,Met,01-06-2024 21.59,Met,01-06-2024 22.00,1,Dissatisfied,Network,L3,Bahrain
Open,1216,High,Chat,Hardware Failure,Customer Service,Khalid Al-Rashid,14-06-2024 4.40,14-06-2024 6.40,14-06-2024 5.10,14-06-2024 5.04,Met,14-06-2024 6.23,Met,14-06-2024 6.23,2,Satisfied,Software,L3,Saudi Arabia
In Progress,1217,Low,Phone,Hardware Failure,Development,Hassan Al-Hamdan,19-05-2024 21.27,20-05-2024 1.27,19-05-2024 22.27,19-05-2024 22.22,Met,20-05-2024 1.17,Met,20-05-2024 1.18,3,Dissatisfied,Cloud,L3,Qatar
Open,1218,Critical,Portal,Access Request,Development,Ali Al-Khalifa,09-06-2024 14.16,09-06-2024 15.16,09-06-2024 14.26,09-06-2024 14.16,Met,09-06-2024 15.11,Met,09-06-2024 15.13,3,Dissatisfied,Network,L3,Qatar
Resolved,1219,High,Portal,Hardware Failure,IT Support,Khalid Al-Rashid,26-04-2024 18.30,26-04-2024 20.30,26-04-2024 19.00,26-04-2024 18.54,Met,26-04-2024 20.27,Met,26-04-2024 20.31,2,Dissatisfied,Software,L1,Qatar
In Progress,1220,Critical,Email,Access Request,IT Support,Abdullah Al-Mansoori,23-05-2024 7.43,23-05-2024 8.43,23-05-2024 7.53,23-05-2024 7.43,Met,23-05-2024 8.35,Met,23-05-2024 8.36,1,Neutral,Cloud,L1,Saudi Arabia
New,1221,Low,Phone,Network Issue,Network Ops,Fahad Al-Farsi,15-06-2024 14.50,15-06-2024 18.50,15-06-2024 15.50,15-06-2024 15.46,Met,15-06-2024 18.40,Met,15-06-2024 18.42,3,Neutral,Software,L3,Qatar
In Progress,1222,Medium,Email,Hardware Failure,IT Support,Ali Al-Khalifa,11-04-2024 13.57,11-04-2024 16.57,11-04-2024 14.42,11-04-2024 14.39,Met,11-04-2024 16.56,Met,11-04-2024 16.57,1,Neutral,Software,L3,UAE
Closed,1223,Critical,Phone,General Inquiry,IT Support,Abdullah Al-Rashid,19-04-2024 9.58,19-04-2024 10.58,19-04-2024 10.08,19-04-2024 9.59,Met,19-04-2024 10.47,Met,19-04-2024 10.52,1,Neutral,Network,L2,Saudi Arabia
In Progress,1224,High,Portal,Network Issue,Customer Service,Khalid Al-Farsi,01-06-2024 21.12,01-06-2024 23.12,01-06-2024 21.42,01-06-2024 21.40,Met,01-06-2024 23.11,Met,01-06-2024 23.16,4,Neutral,Software,L2,Qatar
New,1225,Critical,Phone,Software Bug,Network Ops,Abdullah Al-Rashid,10-07-2024 11.58,10-07-2024 12.58,10-07-2024 12.08,10-07-2024 12.01,Met,10-07-2024 12.49,Met,10-07-2024 12.52,2,Satisfied,Hardware,L3,Kuwait
Resolved,1226,Low,Chat,Network Issue,Security,Mohammed Al-Hamdan,19-07-2024 13.23,19-07-2024 17.23,19-07-2024 14.23,19-07-2024 14.22,Met,19-07-2024 17.12,Met,19-07-2024 17.13,2,Neutral,Cloud,L3,Oman
New,1227,Medium,Chat,Access Request,Security,Hassan Al-Hamdan,17-06-2024 16.19,17-06-2024 19.19,17-06-2024 17.04,17-06-2024 17.02,Met,17-06-2024 19.16,Met,17-06-2024 19.21,5,Neutral,Hardware,L1,Kuwait
New,1228,High,Phone,General Inquiry,IT Support,Omar Al-Salem,10-04-2024 21.59,10-04-2024 23.59,10-04-2024 22.29,10-04-2024 22.25,Met,10-04-2024 23.45,Met,10-04-2024 23.47,3,Neutral,Software,L1,UAE
Open,1229,Low,Chat,Network Issue,Network Ops,Saif Al-Rashid,03-08-2024 22.14,04-08-2024 2.14,03-08-2024 23.14,03-08-2024 23.14,Met,04-08-2024 2.14,Met,04-08-2024 2.18,1,Dissatisfied,Software,L3,Oman
Closed,1230,Low,Email,Network Issue,IT Support,Omar Al-Salem,14-06-2024 4.49,14-06-2024 8.49,14-06-2024 5.49,14-06-2024 5.46,Met,14-06-2024 8.43,Met,14-06-2024 8.44,1,Satisfied,Hardware,L2,Oman
In Progress,1231,Critical,Chat,Hardware Failure,Network Ops,Fahad Al-Rashid,30-04-2024 5.29,30-04-2024 6.29,30-04-2024 5.39,30-04-2024 5.39,Met,30-04-2024 6.22,Met,30-04-2024 6.26,5,Neutral,Cloud,L3,Kuwait
Open,1232,Critical,Portal,Hardware Failure,Customer Service,Abdullah Al-Rashid,12-06-2024 23.11,13-06-2024 0.11,12-06-2024 23.21,12-06-2024 23.20,Met,13-06-2024 0.01,Met,13-06-2024 0.04,4,Satisfied,Hardware,L2,Oman
In Progress,1233,Critical,Phone,Network Issue,Development,Saif Al-Rashid,10-04-2024 12.55,10-04-2024 13.55,10-04-2024 13.05,10-04-2024 12.58,Met,10-04-2024 13.38,Met,10-04-2024 13.41,4,Neutral,Hardware,L2,Bahrain
In Progress,1234,Low,Portal,Software Bug,IT Support,Abdullah Al-Rashid,28-07-2024 8.28,28-07-2024 12.28,28-07-2024 9.28,28-07-2024 9.22,Met,28-07-2024 12.21,Met,28-07-2024 12.22,1,Dissatisfied,Hardware,L2,Bahrain
Closed,1235,High,Phone,Network Issue,Customer Service,Abdullah Al-Farsi,31-07-2024 8.17,31-07-2024 10.17,31-07-2024 8.47,31-07-2024 8.40,Met,31-07-2024 10.14,Met,31-07-2024 10.17,2,Dissatisfied,Software,L3,Saudi Arabia
Closed,1236,Low,Portal,Access Request,Network Ops,Abdullah Al-Rashid,10-04-2024 18.15,10-04-2024 22.15,10-04-2024 19.15,10-04-2024 19.09,Met,10-04-2024 22.12,Met,10-04-2024 22.14,4,Neutral,Cloud,L1,UAE
Closed,1237,Medium,Chat,Network Issue,IT Support,Omar Al-Mansoori,09-05-2024 7.05,09-05-2024 10.05,09-05-2024 7.50,09-05-2024 7.49,Met,09-05-2024 9.51,Met,09-05-2024 9.55,1,Neutral,Network,L1,UAE
Closed,1238,Critical,Portal,Access Request,Security,Ali Al-Khalifa,02-06-2024 21.48,02-06-2024 22.48,02-06-2024 21.58,02-06-2024 21.56,Met,02-06-2024 22.37,Met,02-06-2024 22.42,4,Satisfied,Hardware,L2,Saudi Arabia
New,1239,Medium,Email,General Inquiry,Customer Service,Hassan Al-Rashid,22-07-2024 20.11,22-07-2024 23.11,22-07-2024 20.56,22-07-2024 20.47,Met,22-07-2024 23.06,Met,22-07-2024 23.09,4,Satisfied,Software,L1,Oman
Open,1240,High,Email,General Inquiry,Development,Saif Al-Rashid,16-05-2024 11.07,16-05-2024 13.07,16-05-2024 11.37,16-05-2024 11.35,Met,16-05-2024 13.00,Met,16-05-2024 13.03,4,Neutral,Hardware,L1,Kuwait
Open,1241,Critical,Email,General Inquiry,Network Ops,Mohammed Al-Hamdan,05-08-2024 9.34,05-08-2024 10.34,05-08-2024 9.44,05-08-2024 9.39,Met,05-08-2024 10.29,Met,05-08-2024 10.31,2,Neutral,Software,L3,Saudi Arabia
Open,1242,High,Email,Hardware Failure,IT Support,Omar Al-Mansoori,09-08-2024 10.21,09-08-2024 12.21,09-08-2024 10.51,09-08-2024 10.50,Met,09-08-2024 12.20,Met,09-08-2024 12.24,2,Dissatisfied,Cloud,L3,Oman
New,1243,High,Phone,Access Request,IT Support,Mohammed Al-Hamdan,08-08-2024 16.23,08-08-2024 18.23,08-08-2024 16.53,08-08-2024 16.48,Met,08-08-2024 18.07,Met,08-08-2024 18.12,5,Satisfied,Hardware,L3,Bahrain
New,1244,High,Chat,Hardware Failure,IT Support,Fahad Al-Farsi,27-04-2024 0.22,27-04-2024 2.22,27-04-2024 0.52,27-04-2024 0.43,Met,27-04-2024 2.09,Met,27-04-2024 2.14,4,Dissatisfied,Network,L1,UAE
